accession,average_molecular_weight,origin,state,carcinogenicity,kingdom,super_class,taxonomy_class,sub_class,targets_id,pred_polar_surface_area_ChemAxon,pred_formal_charge_ChemAxon,pred_acceptor_count_ChemAxon,pred_physiological_charge_ChemAxon,pred_polarizability_ChemAxon,pred_rotatable_bond_count_ChemAxon,pred_refractivity_ChemAxon,pred_donor_count_ChemAxon,Acidity,logP,solubility,Inhalation(ROE),Dermal(ROE),Ingestion(ROE),Injection(ROE),cellular_locations_Lysosome,cellular_locations_Endosome,cellular_locations_Centrosome,cellular_locations_Mitochondria,cellular_locations_Actin Filament,cellular_locations_Synaptic Vesicle,cellular_locations_Late endosome,cellular_locations_Endoplasmic reticulum membrane,cellular_locations_Cell junction,cellular_locations_Secretory Granule,cellular_locations_Nuclear Membrane,cellular_locations_Zymogen Granule,cellular_locations_Cytoplasm,cellular_locations_Microsome,cellular_locations_Membrane,cellular_locations_Cell surface,cellular_locations_Plasma Membrane,cellular_locations_Actin Cytoskeleton,cellular_locations_Nucleus,cellular_locations_Nerve Fiber,cellular_locations_Golgi apparatus,cellular_locations_Mitochondrial Matrix,cellular_locations_Microtubule,cellular_locations_Mitochondrion,cellular_locations_Soluble Fraction,cellular_locations_Nucleoplasm,cellular_locations_Nuclear Matrix,cellular_locations_Tubulin,cellular_locations_Membrane Fraction,cellular_locations_Mitochondrial Membrane,cellular_locations_Mitochondrial Intermembrane Space,cellular_locations_Perinuclear region,cellular_locations_Acrosome,cellular_locations_Extracellular,cellular_locations_Endocytic Vesicle,cellular_locations_Focal adhesion,cellular_locations_Ribosome,cellular_locations_Nucleolus,cellular_locations_Cytosol,cellular_locations_Apical Membrane,cellular_locations_Cell membrane,cellular_locations_Caveolae,cellular_locations_Intermediate Filament,cellular_locations_Cytoskeleton,cellular_locations_Sarcoplasmic Reticulum,cellular_locations_Kinetochore,cellular_locations_Endoplasmic reticulum,cellular_locations_Secretory vesicle,cellular_locations_Peroxisome,cellular_locations_Extracellular matrix,cellular_locations_Early endosome,cellular_locations_Basolateral Membrane,categories_Bacterial Toxin,categories_Synthetic Toxin,categories_Animal Toxin,categories_Household Toxin,categories_Uremic Toxin,categories_Protein,categories_Drug,categories_Pesticide,categories_Polychlorinated Biphenyl,categories_Food Toxin,categories_Natural Toxin,categories_Industrial/Workplace Toxin,categories_Pollutant,categories_Cigarette Toxin,categories_Fungal Toxin,categories_Airborne Pollutant,categories_Plant Toxin
T3D1864,405.53,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",20.23,0,1,0,33.54,3,85.12,1,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1866,401.44,1,1,1,Inorganic compounds,Inorganic salts,Inorganic antimony salts,Inorganic antimony salts,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,7.3,0,26.23,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1867,371.78,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid organides,Metalloid sulfides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,16.7,1,37.74,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1868,452.91,1,1,1,Organic compounds,Organometallic compounds,Organometalloid compounds,Trialkylantimony halides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,33.89,9,76.68,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1869,466.06,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,39.17,6,103.7,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1870,267.75,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid salts,Metalloid fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,4.71,0,9.01,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1872,236.76,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid salts,Metalloid fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,4.22,0,7.51,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1873,242.69,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal salts,Alkali metal fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,4.71,0,9.01,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1874,316.82,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid salts,Metalloid fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,4.22,0,7.51,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1875,281.76,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid salts,Metalloid fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,4.71,0,9.01,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1876,265.76,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid salts,Metalloid fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,4.71,0,9.01,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1877,262.9,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal oxoanionic compounds,Alkali metal hydroxides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,1,0,1.19,0,13.91,1,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1879,274.85,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal salts,Alkali metal fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,0.44,0,0.87,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1880,435.73,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal oxoanionic compounds,Alkali metal antimonates,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",129.95,0,6,0,11.75,2,12.25,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1881,331.67,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,"['BE0000820', 'BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000816', 'BE0000817', 'BE0000821', 'BE0002286', 'BE0002289', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279', 'BE0001135', 'BE0002288', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0004796']",121.38,0,6,-1,9.68,0,15.39,6,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1882,258.74,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal salts,Alkali metal fluorides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,4.71,0,9.01,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1883,318.99,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Alkali metal organides,Alkali metal sulfides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-3,14.47,0,37.74,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1884,430.12,1,1,1,Organic compounds,Organic salts,Organic metal salts,Organic antimony salts,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,38.36,12,87.24,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1885,510.08,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,1,38.59,4,101.9,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1886,440.5,1,1,1,Inorganic compounds,Mixed metal/non-metal compounds,Metalloid organides,Metalloid sulfides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,6.02,0,13.11,2,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1888,326.67,1,1,1,Organic compounds,Organometallic compounds,Organometalloid compounds,Trialkylantimony halides,"['BE0005290', 'BE0002376', 'BE0005283', 'BE0000795', 'BE0002345', 'BE0003592', 'BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,16.17,0,35.31,0,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1889,237.77,1,1,1,Organic compounds,Organometallic compounds,Organometalloid compounds,Trialkylantimony halides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,14.16,0,30.11,0,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1890,420.67,1,1,1,Organic compounds,Organometallic compounds,Organometalloid compounds,Trialkylantimony halides,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,19.75,0,44.52,0,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1891,395.58,1,1,1,Organic compounds,Organic salts,Organic metal salts,Organic metalloid salts,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,-1,17.52,0,36.82,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1892,353.07,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,29.81,3,76.42,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1893,471.16,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",52.6,0,2,0,39.87,7,99.86,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1894,595.3,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",52.6,0,2,0,51.24,9,141.2,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1895,423.98,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,34.79,3,88.7,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1896,449.27,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,37.87,6,93.69,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1897,577.8,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzene and substituted derivatives,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,1,28.19,3,79.59,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1899,557.07,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",0.0,0,0,0,37.16,6,94.34,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
T3D1900,816.48,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Bromobenzenes,"['BE0002281', 'BE0002189', 'BE0000809', 'BE0000813', 'BE0000807', 'BE0001189', 'BE0000810', 'BE0000812', 'BE0002285', 'BE0000814', 'BE0000808', 'BE0000815', 'BE0002291', 'BE0000818', 'BE0004541', 'BE0005258', 'BE0000819', 'BE0002282', 'BE0002290', 'BE0002279']",13.59,0,0,1,39.05,3,102.09,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
