accession,average_molecular_weight,origin,state,carcinogenicity,kingdom,super_class,taxonomy_class,sub_class,targets_id,pred_polar_surface_area_ChemAxon,pred_formal_charge_ChemAxon,pred_acceptor_count_ChemAxon,pred_physiological_charge_ChemAxon,pred_polarizability_ChemAxon,pred_rotatable_bond_count_ChemAxon,pred_refractivity_ChemAxon,pred_donor_count_ChemAxon,Acidity,logP,solubility,Inhalation(ROE),Dermal(ROE),Ingestion(ROE),Injection(ROE),cellular_locations_Lysosome,cellular_locations_Endosome,cellular_locations_Centrosome,cellular_locations_Mitochondria,cellular_locations_Actin Filament,cellular_locations_Synaptic Vesicle,cellular_locations_Late endosome,cellular_locations_Endoplasmic reticulum membrane,cellular_locations_Cell junction,cellular_locations_Secretory Granule,cellular_locations_Nuclear Membrane,cellular_locations_Zymogen Granule,cellular_locations_Cytoplasm,cellular_locations_Microsome,cellular_locations_Membrane,cellular_locations_Cell surface,cellular_locations_Plasma Membrane,cellular_locations_Actin Cytoskeleton,cellular_locations_Nucleus,cellular_locations_Nerve Fiber,cellular_locations_Golgi apparatus,cellular_locations_Mitochondrial Matrix,cellular_locations_Microtubule,cellular_locations_Mitochondrion,cellular_locations_Soluble Fraction,cellular_locations_Nucleoplasm,cellular_locations_Nuclear Matrix,cellular_locations_Tubulin,cellular_locations_Membrane Fraction,cellular_locations_Mitochondrial Membrane,cellular_locations_Mitochondrial Intermembrane Space,cellular_locations_Perinuclear region,cellular_locations_Acrosome,cellular_locations_Extracellular,cellular_locations_Endocytic Vesicle,cellular_locations_Focal adhesion,cellular_locations_Ribosome,cellular_locations_Nucleolus,cellular_locations_Cytosol,cellular_locations_Apical Membrane,cellular_locations_Cell membrane,cellular_locations_Caveolae,cellular_locations_Intermediate Filament,cellular_locations_Cytoskeleton,cellular_locations_Sarcoplasmic Reticulum,cellular_locations_Kinetochore,cellular_locations_Endoplasmic reticulum,cellular_locations_Secretory vesicle,cellular_locations_Peroxisome,cellular_locations_Extracellular matrix,cellular_locations_Early endosome,cellular_locations_Basolateral Membrane,categories_Bacterial Toxin,categories_Synthetic Toxin,categories_Animal Toxin,categories_Household Toxin,categories_Uremic Toxin,categories_Protein,categories_Drug,categories_Pesticide,categories_Polychlorinated Biphenyl,categories_Food Toxin,categories_Natural Toxin,categories_Industrial/Workplace Toxin,categories_Pollutant,categories_Cigarette Toxin,categories_Fungal Toxin,categories_Airborne Pollutant,categories_Plant Toxin
T3D0663,401.2774,1,1,4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",52.6,0,2,0,37.6,6,97.67,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0665,182.943,1,1,3,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal nitrates,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000130', 'BE0000629', 'BE0004987', 'BE0004975', 'BE0004556', 'BE0004998', 'BE0004986', 'BE0005028', 'BE0005021', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",68.88,0,3,-1,3.24,0,9.85,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0666,74.9326,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",17.07,0,1,0,2.88,0,1.44,0,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0667,165.8646,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",0.0,0,0,3,1.78,0,0.0,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0668,240.7972,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",0.0,0,0,2,1.78,0,0.0,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0669,154.996,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal sulfates,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",80.26,0,4,-2,5.81,0,11.53,0,1,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
T3D0671,189.1196,1,1,4,Organic compounds,Organoheterocyclic compounds,Metalloheterocyclic compounds,Metalloheterocyclic compounds,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",0.0,0,0,0,16.06,2,47.97,0,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0674,406.0773,1,1,4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",167.0,0,10,-3,24.74,11,105.69,0,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0675,341.9472,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",0.0,0,1,1,1.94,0,26.23,0,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0676,267.475,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal chlorides,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",0.0,0,0,-1,2.39,0,5.62,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0678,97.873,1,1,4,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",40.13,0,2,-1,4.11,0,2.89,0,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0681,409.9831,1,1,3,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal nitrites,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000130', 'BE0000629', 'BE0004987', 'BE0004975', 'BE0004556', 'BE0004998', 'BE0004986', 'BE0005028', 'BE0005021', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",49.66,6,3,-1,2.81,0,8.72,1,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0682,345.587,1,1,4,Organic compounds,Organic salts,Organic metal salts,Organic metal halides,"['BE0000267', 'BE0000322', 'BE0000535', 'BE0000898', 'BE0000409', 'BE0004796', 'BE0005051', 'BE0005097', 'BE0004610', 'BE0002867', 'BE0001717', 'BE0000430', 'BE0002359', 'BE0002357', 'BE0002355', 'BE0000303', 'BE0002354', 'BE0002358', 'BE0002356', 'BE0002226', 'BE0000356', 'BE0005099', 'BE0000679', 'BE0005108', 'BE0005105', 'BE0005110', 'BE0005109', 'BE0005106', 'BE0005101', 'BE0005104', 'BE0005113', 'BE0000691', 'BE0002396', 'BE0003563', 'BE0005100']",52.04,0,2,2,7.08,3,17.87,2,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0685,286.896,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal sulfates,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",80.26,0,4,-2,5.81,0,11.53,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0686,118.7023,1,1,2,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Organic carbonic acids,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",63.19,0,3,-1,3.52,0,31.17,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0687,129.599,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal chlorides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0000123', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,7.27,0,12.27,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0688,180.7347,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal hydroxides,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0004796', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0002365', 'BE0005176', 'BE0005175', 'BE0005000', 'BE0000923', 'BE0001062', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,0,0,1.78,0,0.0,0,6,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0689,110.7282,1,1,2,Organic compounds,Organic salts,Organic metal salts,Organic transition metal salts,"['BE0000176', 'BE0002254', 'BE0000896', 'BE0003546', 'BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0001207', 'BE0000335', 'BE0003385', 'BE0003987', 'BE0003986', 'BE0004980', 'BE0003988', 'BE0003989', 'BE0005012', 'BE0003994', 'BE0003995', 'BE0004979', 'BE0003990', 'BE0003996', 'BE0004983', 'BE0003991', 'BE0004990', 'BE0003992', 'BE0003993', 'BE0005022', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0000820', 'BE0005057', 'BE0000816', 'BE0000817', 'BE0000821', 'BE0002286', 'BE0002289', 'BE0000648', 'BE0000130', 'BE0000629', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0001135', 'BE0002288', 'BE0005033', 'BE0005085', 'BE0005082', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0002252', 'BE0002257', 'BE0002390', 'BE0005137', 'BE0000252', 'BE0002204']",47.58,0,2,0,7.4,0,13.31,0,6,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0690,170.7338,1,2,2,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,"['BE0002205', 'BE0002213', 'BE0000358', 'BE0002143', 'BE0002217', 'BE0002211', 'BE0002219', 'BE0005129', 'BE0005136', 'BE0005130', 'BE0005133', 'BE0005131', 'BE0005132', 'BE0005138', 'BE0005134', 'BE0005135', 'BE0005143', 'BE0005147', 'BE0005139', 'BE0005140', 'BE0005141', 'BE0005148', 'BE0005142', 'BE0005144', 'BE0005149', 'BE0005145', 'BE0005150', 'BE0005153', 'BE0005152', 'BE0005155', 'BE0005154', 'BE0005151', 'BE0005146', 'BE0005161', 'BE0005162', 'BE0005156', 'BE0005157', 'BE0005163', 'BE0005158', 'BE0005159', 'BE0005164', 'BE0005165', 'BE0005166', 'BE0005167', 'BE0005160', 'BE0005168', 'BE0005169', 'BE0005174', 'BE0005170', 'BE0005173', 'BE0005095', 'BE0005045', 'BE0004977', 'BE0005046', 'BE0004985', 'BE0005096', 'BE0004995', 'BE0005094', 'BE0005176', 'BE0005175', 'BE0005033', 'BE0005085', 'BE0005172', 'BE0004238', 'BE0005080', 'BE0005081', 'BE0005084', 'BE0005137']",0.0,0,1,1,1.94,0,26.23,0,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
